overall_mse,overall_mae,overall_normalized_rmse_std,overall_correlation,overall_ssim,density_mse,density_mae,density_normalized_rmse_std,density_correlation,density_ssim,density_statistical_differences_mean_diff,density_statistical_differences_std_ratio,density_statistical_differences_skewness_diff,density_statistical_differences_kurtosis_diff,vx_mse,vx_mae,vx_normalized_rmse_std,vx_correlation,vx_ssim,vx_statistical_differences_mean_diff,vx_statistical_differences_std_ratio,vx_statistical_differences_skewness_diff,vx_statistical_differences_kurtosis_diff,vy_mse,vy_mae,vy_normalized_rmse_std,vy_correlation,vy_ssim,vy_statistical_differences_mean_diff,vy_statistical_differences_std_ratio,vy_statistical_differences_skewness_diff,vy_statistical_differences_kurtosis_diff,vz_mse,vz_mae,vz_normalized_rmse_std,vz_correlation,vz_ssim,vz_statistical_differences_mean_diff,vz_statistical_differences_std_ratio,vz_statistical_differences_skewness_diff,vz_statistical_differences_kurtosis_diff,power_spectrum_density_ps_ratio_mean,power_spectrum_density_ps_ratio_std,power_spectrum_density_ps_correlation,power_spectrum_density_ps_rel_error_mean,power_spectrum_density_ps_rel_error_max,power_spectrum_density_coherence_large_scale,power_spectrum_density_agreement_scale,power_spectrum_density_coherence_mean,power_spectrum_vx_ps_ratio_mean,power_spectrum_vx_ps_ratio_std,power_spectrum_vx_ps_correlation,power_spectrum_vx_ps_rel_error_mean,power_spectrum_vx_ps_rel_error_max,power_spectrum_vx_coherence_large_scale,power_spectrum_vx_agreement_scale,power_spectrum_vx_coherence_mean,power_spectrum_vy_ps_ratio_mean,power_spectrum_vy_ps_ratio_std,power_spectrum_vy_ps_correlation,power_spectrum_vy_ps_rel_error_mean,power_spectrum_vy_ps_rel_error_max,power_spectrum_vy_coherence_large_scale,power_spectrum_vy_agreement_scale,power_spectrum_vy_coherence_mean,power_spectrum_vz_ps_ratio_mean,power_spectrum_vz_ps_ratio_std,power_spectrum_vz_ps_correlation,power_spectrum_vz_ps_rel_error_mean,power_spectrum_vz_ps_rel_error_max,power_spectrum_vz_coherence_large_scale,power_spectrum_vz_agreement_scale,power_spectrum_vz_coherence_mean
4.257889270782471,0.38461625576019287,0.26016733050346375,0.9661883115768433,0.964972972869873,15.552248001098633,1.1083507537841797,4.112229824066162,0.376944899559021,0.1959056705236435,0.9547042846679688,4.257853984832764,-7.780614852905273,-168.39688110351562,0.4297693073749542,0.13347376883029938,9.261773109436035,0.08604114502668381,0.5838476419448853,0.008397813886404037,9.293309211730957,-1.532446265220642,-359.7203369140625,0.4936692714691162,0.1449410617351532,9.61075210571289,0.03141334280371666,0.4854471981525421,-7.669208571314812e-06,9.590049743652344,7.117558479309082,-997.9979858398438,0.5558704137802124,0.1516994833946228,15.69385051727295,-0.04415355622768402,0.5482209920883179,-0.006330923642963171,15.617301940917969,0.7653776407241821,-136.7152862548828,8.147588729858398,3.6056034564971924,0.9960289597511292,7.147590160369873,16.37022590637207,,,,9.411545753479004,2.5265793800354004,0.9747154116630554,8.411544799804688,12.406205177307129,,,,8.495403289794922,2.837725877761841,0.9853095412254333,7.495402812957764,11.266759872436523,,,,20.929821014404297,5.757828235626221,0.9926578402519226,19.929821014404297,31.719270706176758,,,
